Date,cluster,action,portfolio_return,transaction_cost,turnover,portfolio_nav
2015-04-01,3,cautious,0.008313517511016534,0.001,1.0,100831.35175110165
2015-04-02,2,cautious,-0.003989236089062443,0.0,0.0,100429.11168378721
2015-04-06,3,cautious,0.00345562580775478,0.0,0.0,100776.15711397158
2015-04-07,3,cautious,0.001068718199643026,0.0,0.0,100883.85842716935
2015-04-08,2,cautious,-0.0005183488434061578,0.0,0.0,100831.56539583529
2015-04-09,3,cautious,-0.00593717861588109,0.0,0.0,100232.91038196131
2015-04-10,3,cautious,0.0056253080770918285,0.0,0.0,100796.75138232337
2015-04-13,3,cautious,-0.0029484635670663393,0.0,0.0,100499.55583319397
2015-04-14,3,cautious,0.0015850982747977363,0.0,0.0,100658.85750576311
2015-04-15,3,cautious,0.0036048401966294994,0.0,0.0,101021.7166014467
2015-04-16,3,cautious,-0.003115699173219644,0.0,0.0,100706.96332255434
2015-04-17,1,cautious,0.002621366387148394,0.0,0.0,100970.95317115987
2015-04-20,3,cautious,-0.003072202163778193,0.0,0.0,100660.74999034869
2015-04-21,3,cautious,-0.000442938418891248,0.0,0.0,100616.16347690356
2015-04-22,1,cautious,-0.00866257844200341,0.0,0.0,99744.56806825145
2015-04-23,3,cautious,0.0046649792110458055,0.0,0.0,100209.87440470459
2015-04-24,3,cautious,-0.001021505653451826,0.0,0.0,100107.50945146849
2015-04-27,1,cautious,0.004803008829959754,0.0,0.0,100588.32670330917
2015-04-28,3,cautious,-0.001961449110230618,0.0,0.0,100391.02781939736
2015-04-29,3,cautious,-0.00825130550463783,0.0,0.0,99562.67077893493
2015-04-30,1,cautious,-0.0076043265305793415,0.0,0.0,98805.56372007534
2015-05-01,2,cautious,-0.00316323009292,0.0,0.0,98493.01898756808
2015-05-04,3,cautious,-0.00021387459578898812,0.0,0.0,98471.95383294407
2015-05-05,1,cautious,-0.0031478258661123857,0.0,0.0,98161.9812695821
2015-05-06,2,cautious,-0.008240657393498753,0.0,0.0,97353.06201287243
2015-05-07,3,cautious,0.0041056415785352355,0.0,0.0,97752.75879207019
2015-05-08,1,cautious,0.006485198371207668,0.0,0.0,98386.70482416959
2015-05-11,2,cautious,-0.01231986561086439,0.0,0.0,97174.59384284004
2015-05-12,3,cautious,0.002703162476750609,0.0,0.0,97437.27255860949
2015-05-13,1,cautious,0.0022240636195347994,0.0,0.0,97653.97925169379
2015-05-14,3,cautious,0.005826693026403529,0.0,0.0,98222.97901160018
2015-05-15,3,cautious,0.009241348660658866,0.0,0.0,99130.69180713496
2015-05-18,1,cautious,-0.005804759373275958,0.0,0.0,98555.26199468818
2015-05-19,3,cautious,-0.0078059206916318066,0.0,0.0,97785.94743581464
2015-05-20,3,cautious,0.000955661836722721,0.0,0.0,97879.39773394684
2015-05-21,1,cautious,0.005460194694940113,0.0,0.0,98413.83830219768
2015-05-22,3,cautious,-0.0007839033897605207,0.0,0.0,98336.69136075323
2015-05-26,3,cautious,-0.0007672988365733373,0.0,0.0,98261.23773187966
2015-05-27,1,cautious,0.0037094541616383256,0.0,0.0,98625.7332891119
2015-05-28,3,cautious,-0.0009736694113184231,0.0,0.0,98529.70442943946
2015-05-29,1,cautious,-0.0007712297054773275,0.0,0.0,98453.71539451157
2015-06-01,1,cautious,-0.003951032885686346,0.0,0.0,98064.72152726987
2015-06-02,2,cautious,-0.004668013375000013,0.0,0.0,97606.95409556491
2015-06-03,3,cautious,-0.007784633788950224,0.0,0.0,96847.11970267606
2015-06-04,1,cautious,0.0005618045269327086,0.0,0.0,96901.52885294541
2015-06-05,2,cautious,-0.0069811197889046665,0.0,0.0,96225.04767229501
2015-06-08,3,cautious,-0.001404877400420301,0.0,0.0,96089.86327746583
2015-06-09,1,cautious,-0.002543717659681211,0.0,0.0,95845.4377953306
2015-06-10,2,cautious,0.0026498269063026433,0.0,0.0,96099.41161524702
2015-06-11,3,cautious,0.008010045983136505,0.0,0.0,96869.17232123751
2015-06-12,1,cautious,-0.0023757957486577716,0.0,0.0,96639.03095346071
2015-06-15,2,cautious,0.0006834334394869802,0.0,0.0,96705.07729877392
2015-06-16,3,cautious,0.0037027472956681633,0.0,0.0,97063.15176221934
2015-06-17,3,cautious,-0.0012024361254034947,0.0,0.0,96946.43952209492
2015-06-18,2,cautious,0.005030054326812028,0.0,0.0,97434.08537968206
2015-06-19,3,cautious,0.003285017515823374,0.0,0.0,97754.15805679256
2015-06-22,3,cautious,-0.010482575089425718,0.0,0.0,96729.44275465864
2015-06-23,3,cautious,-0.0041679696285853995,0.0,0.0,96326.27737506722
2015-06-24,3,cautious,0.00047385084302009644,0.0,0.0,96371.9216628064
2015-06-25,3,cautious,-0.0027140778048707955,0.0,0.0,96110.36076920864
2015-06-26,3,cautious,-0.00423336744019721,0.0,0.0,95703.49029726266
2015-06-29,3,cautious,0.005655747267043499,0.0,0.0,96244.76505095794
2015-06-30,3,cautious,-0.004002380969546382,0.0,0.0,95859.55683489951
2015-07-01,3,cautious,-0.004035856718830855,0.0,0.0,95472.68139838324
2015-07-02,3,cautious,0.00045055707896749517,0.0,0.0,95515.69729083529
2015-07-06,3,cautious,0.007365341243733604,0.0,0.0,96219.20299551546
2015-07-07,3,cautious,0.0021642503747784096,0.0,0.0,96427.4454416594
2015-07-08,0,cautious,-0.0006847230465677138,0.0,0.0,96361.41934744384
2015-07-09,3,cautious,-0.006609144529009603,0.0,0.0,95724.55279995607
2015-07-10,3,cautious,-0.00221548721142344,0.0,0.0,95512.47627740855
2015-07-13,0,cautious,0.0007249429856171938,0.0,0.0,95581.71737712478
2015-07-14,3,cautious,0.001939388936087294,0.0,0.0,95767.08750229819
2015-07-15,3,cautious,0.002567670333866257,0.0,0.0,96012.9858118386
2015-07-16,0,cautious,0.004080328194719462,0.0,0.0,96404.75030490586
2015-07-17,3,cautious,-0.0007134625457219213,0.0,0.0,96335.96912633363
2015-07-20,3,cautious,-0.009674856739603598,0.0,0.0,95403.93242616548
2015-07-21,0,cautious,4.364769823803657e-05,0.0,0.0,95408.09658821874
2015-07-22,3,cautious,0.0003289615502931947,0.0,0.0,95439.48218358292
2015-07-23,3,cautious,0.00194878980296217,0.0,0.0,95625.47367326228
2015-07-24,3,cautious,0.0008124133038323266,0.0,0.0,95703.16108025971
2015-07-27,3,cautious,-0.0009986807074617075,0.0,0.0,95607.58417964577
2015-07-28,3,cautious,0.0012254727161473019,0.0,0.0,95724.74866551468
2015-07-29,3,cautious,0.0010067804770868879,0.0,0.0,95821.12247364515
2015-07-30,3,cautious,0.0005856874016925697,0.0,0.0,95877.24369789401
2015-07-31,1,cautious,0.004403304041334222,0.0,0.0,96299.42035254092
2015-08-03,3,cautious,0.0008259205310629076,0.0,0.0,96378.95602093957
2015-08-04,3,cautious,-0.0031540206789280266,0.0,0.0,96074.97480063603
2015-08-05,1,cautious,-0.003106658773023752,0.0,0.0,95776.5026373036
2015-08-06,3,cautious,0.0024227580744363266,0.0,0.0,96008.54593240938
2015-08-07,3,cautious,0.005418331591434522,0.0,0.0,96528.75206988264
2015-08-10,3,cautious,0.0018930308553114722,0.0,0.0,96711.48397597564
2015-08-11,3,cautious,0.005177102843958103,0.0,0.0,97212.16927471106
